"","X","movie_name","rating","types","year","duration","audience_rating","expert_rating"
"15154",15154,"THE HORROR SHOW","R","Horror",1989,"1h35m",0,27
"15155",15155,"THE HORSEMAN","R","Drama, Mystery & Suspense",2008,"1h50m",60,58
"15156",15156,"THE HOST","R","Action & Adventure, Art House & International, Comedy, Drama, Horror",2007,"1h59m",93,72
"15157",15157,"THE HOST","PG-13","Action & Adventure, Science Fiction & Fantasy, Romance",2013,"2h5m",9,49
"15158",15158,"THE HOST","R","Horror, Mystery & Suspense",2020,"1h43m",25,82
"15159",15159,"THE HOT FLASHES","R","Comedy",2013,"1h39m",36,34
"15160",15160,"THE HOURS AND TIMES","NR","Art House & International, Drama, Musical & Performing Arts",2019,"1h0m",80,59
"15161",15161,"THE HOUSE","R","Comedy",2017,"1h28m",20,35
"15162",15162,"THE HOUSE I LIVE IN","NR","Documentary, Special Interest",2012,"1h48m",94,85
"15163",15163,"THE HOUSE OF THE DEVIL","R","Horror",2009,"1h33m",85,63
"15164",15164,"THE HOUSE OF THE SEVEN GABLES","NR","Drama",NA,"1h29m",80,80
"15165",15165,"THE HOUSE OF THE SPIRITS","R","Art House & International, Classics, Drama, Romance",1994,"2h18m",30,72
"15166",15166,"THE HOUSE THAT JACK BUILT","R","Drama, Horror, Mystery & Suspense",2018,"2h31m",59,65
"15167",15167,"THE HOUSE WITH A CLOCK IN ITS WALLS","PG","Comedy, Kids & Family, Science Fiction & Fantasy",2018,"1h45m",66,45
"15168",15168,"THE HOUSEMAID","NR","Art House & International, Drama, Mystery & Suspense",2011,"1h46m",69,54
"15169",15169,"THE HOUSEMAID (CÔ HÂU GÁI)","NR","Drama, Horror",2018,"1h45m",71,35
"15170",15170,"THE HOUSES OCTOBER BUILT","NR","Drama, Horror",2014,"1h31m",60,30
"15171",15171,"THE HOUSES OCTOBER BUILT 2","NR","Horror",2017,"1h41m",13,48
"15172",15172,"THE HUMAN CENTIPEDE II (FULL SEQUENCE)","R","Drama, Horror",2011,"1h28m",29,23
"15173",15173,"THE HUMAN CENTIPEDE III (FINAL SEQUENCE)","NR","Horror",2015,"1h43m",17,11
"15174",15174,"THE HUMAN COMEDY","NR","Classics, Comedy, Drama, Kids & Family",1943,"1h58m",80,68
"15175",15175,"THE HUMAN EXPERIMENT","NR","Documentary, Special Interest",2015,"0h52m",50,61
"15176",15176,"THE HUMAN RACE","PG-13","Horror, Science Fiction & Fantasy",2014,"1h30m",42,58
"15177",15177,"THE HUMAN RESOURCES MANAGER","NR","Comedy, Drama",2011,"1h43m",75,62
"15178",15178,"THE HUMAN SCALE","NR","Documentary",2013,"1h23m",64,84
"15179",15179,"HUMAN TORNADO","R","Action & Adventure, Comedy, Cult Movies",1984,"1h25m",80,70
"15180",15180,"THE HUMANITY BUREAU","R","Action & Adventure, Science Fiction & Fantasy",2018,"1h35m",25,23
"15181",15181,"THE HUMBLING","R","Drama",2015,"1h53m",52,28
"15182",15182,"THE HUMMINGBIRD PROJECT","R","Comedy, Drama, Mystery & Suspense",2019,"1h51m",58,48
"15183",15183,"THE HUNCHBACK OF NOTRE DAME II","G","Animation, Kids & Family",2001,"1h8m",30,26
"15184",15184,"THE HUNDRED-FOOT JOURNEY","PG","Drama",2014,"2h2m",67,81
"15185",15185,"THE HUNGER","R","Horror",1983,"1h37m",53,66
"15186",15186,"THE HUNGER GAMES","PG-13","Drama, Mystery & Suspense, Science Fiction & Fantasy",2012,"2h22m",84,81
"15187",15187,"THE HUNGER GAMES: CATCHING FIRE","PG-13","Action & Adventure, Science Fiction & Fantasy",2013,"2h26m",90,89
"15188",15188,"THE HUNGER GAMES: MOCKINGJAY - PART 1","PG-13","Action & Adventure, Drama, Science Fiction & Fantasy",2014,"2h3m",69,71
"15189",15189,"THE HUNGER GAMES: MOCKINGJAY - PART 2","PG-13","Action & Adventure, Drama, Science Fiction & Fantasy",2015,"2h16m",69,66
"15190",15190,"THE HUNGRY GHOSTS","R","Drama",2010,"1h45m",14,62
"15191",15191,"THE HUNT","NR","Horror",2012,"1h14m",83,NA
"15192",15192,"THE HUNT (JAGTEN)","R","Drama",2013,"1h50m",93,93
"15193",15193,"THE HUNT","R","Action & Adventure, Horror, Mystery & Suspense",2020,"1h30m",57,66
"15194",15194,"THE HUNTER","R","Art House & International, Drama",2012,"1h40m",72,62
"15195",15195,"THE HUNTER'S PRAYER","R","Action & Adventure, Drama, Mystery & Suspense",2017,"1h31m",33,23
"15196",15196,"THE HUNTING GROUND","PG-13","Documentary",2015,"1h42m",93,85
"15197",15197,"THE HUNTING OF THE PRESIDENT","NR","Documentary, Special Interest",2004,"1h28m",74,53
"15198",15198,"THE HUNTING PARTY","R","Action & Adventure, Art House & International, Classics, Western",1971,"1h48m",20,54
"15199",15199,"THE HUNTSMAN: WINTER'S WAR","PG-13","Action & Adventure, Drama, Science Fiction & Fantasy",2016,"1h54m",19,45
"15200",15200,"THE HURRICANE HEIST","PG-13","Action & Adventure, Drama, Mystery & Suspense",2018,"1h43m",47,23
"15201",15201,"THE HURT LOCKER","R","Action & Adventure, Drama",2009,"2h7m",97,84
"15202",15202,"THE HUSTLE","PG-13","Comedy",2019,"1h34m",13,43
"15203",15203,"THE ICE CREAM TRUCK","NR","Comedy, Horror",2017,"1h36m",72,36
"15204",15204,"THE ICEMAN","R","Drama, Mystery & Suspense",2013,"1h45m",66,62
"15205",15205,"THE IDENTICAL","PG","Drama",2014,"1h47m",6,62
"15206",15206,"THE IDES OF MARCH","R","Drama, Mystery & Suspense",2011,"1h40m",84,73
"15207",15207,"THE ILLUSIONIST (L'ILLUSIONNISTE)","PG","Animation, Art House & International, Comedy, Drama",2010,"1h30m",90,79
"15208",15208,"THE IMAGINARIUM OF DOCTOR PARNASSUS","PG-13","Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy",2009,"2h2m",64,60
"15209",15209,"THE IMITATION GAME","PG-13","Drama, Mystery & Suspense",2014,"1h53m",89,91
"15210",15210,"THE IMMIGRANT","R","Drama, Romance",2014,"1h57m",85,60
"15211",15211,"THE IMMORTALISTS","NR","Documentary, Drama",2014,"1h18m",67,69
"15212",15212,"THE IMPOSSIBLE","PG-13","Action & Adventure, Drama",2012,"1h54m",81,84
"15213",15213,"THE IMPOSTER","R","Documentary, Special Interest",2012,"1h35m",95,78
"15214",15214,"THE IN-LAWS","PG-13","Action & Adventure, Comedy, Mystery & Suspense",1979,"1h43m",88,83
"15215",15215,"THE INBETWEENERS","R","Art House & International, Comedy",2012,"1h37m",53,70
"15216",15216,"THE INCOMPARABLE ROSE HARTMAN","NR","Documentary",2017,"1h11m",75,NA
"15217",15217,"THE INCREDIBLE BURT WONDERSTONE","PG-13","Comedy",2013,"1h40m",38,33
"15218",15218,"THE INCREDIBLE HULK","PG-13","Action & Adventure, Science Fiction & Fantasy",2008,"1h52m",67,70
"15219",15219,"THE INCREDIBLE JESSICA JAMES","NR","Comedy",NA,"1h25m",88,66
"15220",15220,"THE INCREDIBLE MR. LIMPET","G","Animation, Comedy, Kids & Family",1964,"1h42m",40,60
"15221",15221,"THE INCREDIBLY TRUE ADVENTURE OF TWO GIRLS IN LOVE","R","Art House & International, Comedy, Drama, Romance, Gay & Lesbian",1995,"1h34m",64,69
"15222",15222,"THE INDIAN RUNNER","R","Drama",1991,"2h6m",74,81
"15223",15223,"THE INEVITABLE DEFEAT OF MISTER & PETE","R","Drama",2013,"1h48m",86,88
"15224",15224,"THE INFIDEL","NR","Comedy",2010,"1h44m",60,45
"15225",15225,"THE INFILTRATOR","R","Drama",2016,"2h7m",72,71
"15226",15226,"THE INFILTRATORS","NR","Drama",2020,"1h35m",87,67
"15227",15227,"THE INFLUENCE (LA INFLUENCIA)","NR","Horror",NA,"",0,26
"15228",15228,"THE INHABITANTS","NR","Horror, Mystery & Suspense",NA,"1h30m",71,12
"15229",15229,"THE INNKEEPERS","R","Horror, Mystery & Suspense",2012,"1h41m",79,42
"15230",15230,"THE INNOCENT (L'INNOCENTE)","R","Art House & International, Drama, Romance",1979,"2h5m",79,81
"15231",15231,"THE INSTITUTE","R","Drama, Horror",2017,"1h30m",0,14
"15232",15232,"THE INSULT (L'INSULTE)","R","Drama",2018,"1h53m",87,89
"15233",15233,"THE INTENDED","R","Drama",2004,"1h52m",33,36
"15234",15234,"THE INTERN","PG-13","Comedy",2015,"2h1m",60,73
"15235",15235,"THE INTERNET'S OWN BOY: THE STORY OF AARON SWARTZ","R","Documentary, Special Interest",2014,"1h45m",93,91
"15236",15236,"THE INTERNSHIP","PG-13","Comedy, Drama",2013,"1h59m",35,51
"15237",15237,"THE INTERRUPTERS","NR","Documentary, Special Interest",2011,"2h5m",99,82
"15238",15238,"THE INTERVENTION","R","Comedy, Drama",2016,"1h30m",78,49
"15239",15239,"THE INTERVIEW","R","Comedy",2014,"1h51m",52,48
"15240",15240,"THE INTOUCHABLES","R","Art House & International, Comedy, Drama, Special Interest",2012,"1h50m",75,93
"15241",15241,"THE INTRUDER","PG-13","Mystery & Suspense",2019,"1h42m",33,69
"15242",15242,"THE INTRUDERS","PG-13","Action & Adventure, Mystery & Suspense",NA,"1h30m",17,21
"15243",15243,"THE INVENTOR: OUT FOR BLOOD IN SILICON VALLEY","NR","Documentary",NA,"1h59m",78,73
"15244",15244,"THE INVISIBLE MAN","R","Horror, Mystery & Suspense, Science Fiction & Fantasy",2020,"2h4m",91,88
"15245",15245,"THE INVISIBLE WAR","NR","Documentary, Special Interest",2012,"1h35m",99,84
"15246",15246,"THE INVISIBLE WOMAN","R","Drama",2013,"1h51m",75,44
"15247",15247,"THE INVITATION","NR","Mystery & Suspense",2016,"1h39m",88,69
"15248",15248,"THE IRAN JOB","NR","Documentary, Special Interest, Sports & Fitness",2013,"1h30m",90,76
"15249",15249,"THE IRISHMAN","R","Drama, Mystery & Suspense",2019,"3h29m",96,86
"15250",15250,"THE IRON LADIES","NR","Art House & International, Comedy, Drama",2001,"1h44m",56,72
"15251",15251,"THE IRON LADY","PG-13","Art House & International, Drama",2012,"1h45m",52,51
"15252",15252,"THE IRON MINISTRY","NR","Documentary",2015,"1h22m",89,50
"15253",15253,"THE ISLAND (OSTROV)","NR","Art House & International, Drama",2007,"1h52m",63,81
"15254",15254,"THE ISLAND AT THE TOP OF THE WORLD","G","Action & Adventure, Kids & Family, Science Fiction & Fantasy",1974,"1h35m",43,47
"15255",15255,"THE ISLAND PRESIDENT","PG","Documentary",2012,"1h41m",98,77
"15256",15256,"THE ISLE","NR","Horror, Science Fiction & Fantasy",2019,"1h36m",67,84
"15257",15257,"THE IVORY GAME","NR","Documentary",NA,"1h52m",81,74
"15258",15258,"THE JACK IN THE BOX","NR","Horror",NA,"1h27m",20,40
"15259",15259,"THE JAUNDICED EYE","NR","Documentary, Special Interest",2000,"1h30m",100,89
"15260",15260,"THE JEFFREY DAHMER FILES","NR","Documentary, Special Interest",2013,"1h16m",65,41
"15261",15261,"THE JETSONS","G","Action & Adventure, Animation, Comedy, Kids & Family, Science Fiction & Fantasy",1990,"1h22m",27,44
"15262",15262,"THE JEWISH CARDINAL","NR","Art House & International, Documentary, Special Interest, Faith & Spirituality",NA,"1h36m",88,71
"15263",15263,"THE JIMMY SHOW","R","Comedy, Drama",2001,"1h36m",40,36
"15264",15264,"THE JOURNEY","PG-13","Art House & International, Drama",2017,"1h34m",68,64
"15265",15265,"THE JUDGE","R","Comedy, Drama",2014,"2h21m",48,72
"15266",15266,"THE JUNGLE BOOK","PG","Action & Adventure, Kids & Family",2016,"1h45m",94,86
"15267",15267,"THE JURASSIC GAMES","NR","",NA,"1h26m",71,41
"15268",15268,"THE KARATE KID, PART III","PG","Action & Adventure, Drama, Kids & Family",1989,"1h51m",15,35
"15269",15269,"THE KEEPER OF LOST CAUSES (KVINDEN I BURET)","NR","Art House & International, Comedy, Mystery & Suspense",2016,"1h37m",70,67
"15270",15270,"THE KEEPING HOURS","PG-13","Drama, Science Fiction & Fantasy, Romance",NA,"1h31m",80,71
"15271",15271,"THE KID","PG","Comedy, Kids & Family, Science Fiction & Fantasy",2000,"",49,49
"15272",15272,"THE KID","R","Drama, Western",2019,"1h40m",45,45
"15273",15273,"THE KID BROTHER","NR","Comedy",1927,"1h23m",100,86
"15274",15274,"THE KID WHO WOULD BE KING","PG","Action & Adventure, Kids & Family, Science Fiction & Fantasy",2019,"2h0m",89,56
"15275",15275,"THE KID WITH A BIKE","PG-13","Art House & International, Drama",2012,"1h27m",96,76
"15276",15276,"THE KIDNAPPING OF MICHEL HOUELLEBECQ","NR","Comedy, Drama",2015,"1h33m",91,66
"15277",15277,"THE KIDS ARE ALRIGHT","PG","Documentary, Musical & Performing Arts",1979,"1h48m",100,88
"15278",15278,"THE KIDS GROW UP","NR","Documentary, Special Interest",2010,"1h30m",59,77
"15279",15279,"THE KILL HOLE","NR","Action & Adventure, Horror",2012,"1h31m",25,26
"15280",15280,"THE KILL TEAM","NR","Documentary, Special Interest",2014,"1h19m",90,73
"15281",15281,"THE KILL TEAM","R","Action & Adventure, Drama",2019,"1h27m",70,42
"15282",15282,"THE KILLER INSIDE ME","R","Drama, Mystery & Suspense, Western",2010,"1h48m",55,40
"15283",15283,"THE KILLING OF A SACRED DEER","R","Drama",2017,"2h1m",80,63
"15284",15284,"THE KINDERGARTEN TEACHER (HAGANENET)","NR","Drama",2015,"1h59m",77,45
"15285",15285,"THE KINDERGARTEN TEACHER","R","Drama",2018,"",91,68
"15286",15286,"THE KINDNESS OF STRANGERS","NR","Drama",2020,"1h52m",18,63
"15287",15287,"THE KING","R","Drama",2006,"1h45m",57,66
"15288",15288,"THE KING","R","Drama",2019,"2h20m",71,83
"15289",15289,"THE KING IS ALIVE","R","Art House & International, Drama, Horror",2001,"1h48m",60,57
"15290",15290,"THE KING OF MASKS","NR","Art House & International, Drama",1999,"1h41m",89,91
"15291",15291,"THE KING OF STATEN ISLAND","R","Comedy",2020,"2h17m",74,85
"15292",15292,"THE KINGDOM","R","Action & Adventure, Drama, Mystery & Suspense",2007,"1h50m",51,76
"15293",15293,"THE KINGDOM OF DREAMS AND MADNESS","NR","Documentary, Special Interest",2014,"1h58m",92,88
"15294",15294,"THE KING'S CHOICE","NR","Drama",2017,"2h13m",84,84
"15295",15295,"THE KINGS OF SUMMER","R","Comedy",2013,"1h33m",76,77
"15296",15296,"THE KING'S SPEECH","PG-13","Drama",2010,"1h58m",94,92
"15297",15297,"THE KISSING BOOTH","NR","Comedy, Romance",2018,"1h45m",17,57
"15298",15298,"THE KITCHEN","R","Action & Adventure, Drama",2019,"1h42m",24,69
"15299",15299,"THE KNIGHT BEFORE CHRISTMAS","NR","Comedy, Drama, Romance",NA,"1h33m",70,42
"15300",15300,"THE KNOT","NR","Art House & International, Comedy, Romance",2012,"1h32m",0,30
"15301",15301,"THE L.A. RIOT SPECTACULAR","R","Comedy",2005,"1h20m",38,40
"15302",15302,"THE LADIES' MAN","NR","Classics, Comedy",1961,"1h46m",100,69
"15303",15303,"THE LADY","R","Drama",2012,"2h7m",36,62
"15304",15304,"THE LADY FROM SHANGHAI","NR","Classics, Drama, Mystery & Suspense",1948,"1h27m",82,85
"15305",15305,"THE LADY IN THE VAN","PG-13","Drama",2015,"1h44m",89,64
"15306",15306,"THE LAND","R","Drama",2016,"1h41m",70,61
"15307",15307,"THE LAND BEFORE TIME III: THE TIME OF GREAT GIVING","G","Action & Adventure, Animation, Kids & Family, Musical & Performing Arts",1995,"1h1m",60,38
"15308",15308,"THE LAND OF STEADY HABITS","NR","Comedy, Drama",2018,"1h38m",83,47
"15309",15309,"THE LAST 5 YEARS","PG-13","Comedy, Drama, Musical & Performing Arts",2015,"1h34m",60,57
"15310",15310,"THE LAST AMERICAN HERO","PG","Action & Adventure, Classics, Drama, Sports & Fitness",1973,"1h35m",80,49
"15311",15311,"THE LAST BIG THING","R","Comedy, Drama",1996,"1h38m",67,54
"15312",15312,"THE LAST BLACK MAN IN SAN FRANCISCO","R","Drama",2019,"2h1m",92,84
"15313",15313,"THE LAST DAYS (LOS ÚLTIMOS DÍAS)","NR","Horror, Mystery & Suspense",2014,"1h42m",91,49
"15314",15314,"THE LAST DAYS ON MARS","R","Science Fiction & Fantasy",2013,"1h36m",18,25
"15315",15315,"THE LAST DRAGON","PG-13","Action & Adventure, Comedy, Drama",1985,"1h49m",58,86
"15316",15316,"THE LAST EXORCISM PART II","PG-13","Horror, Mystery & Suspense",2013,"1h29m",15,26
"15317",15317,"THE LAST FACE","R","Drama, Romance",2017,"2h11m",8,33
"15318",15318,"THE LAST FULL MEASURE","R","Drama",2020,"1h50m",59,96
"15319",15319,"THE LAST GLADIATORS","R","Documentary, Special Interest, Sports & Fitness",2013,"1h34m",90,80
"15320",15320,"THE LAST HEIST","NR","Action & Adventure",2016,"1h24m",20,12
"15321",15321,"THE LAST IMPRESARIO","NR","Documentary, Special Interest",NA,"1h25m",94,44
"15322",15322,"THE LAST KING","R","Action & Adventure, Art House & International, Drama",2016,"1h39m",89,44
"15323",15323,"THE LAST LAUGH (DER LETZTE MANN)","PG","Art House & International, Drama",1925,"1h13m",100,88
"15324",15324,"THE LAST LAUGH","NR","Comedy",NA,"1h38m",53,36
"15325",15325,"THE LAST LIONS","PG","Documentary, Special Interest",2011,"1h28m",87,88
"15326",15326,"THE LAST MAN ON THE MOON","NR","Documentary",2016,"1h35m",94,78
"15327",15327,"THE LAST METRO (LE DERNIER MÉTRO)","PG","Art House & International, Drama, Romance",1981,"2h10m",86,80
"15328",15328,"THE LAST MOUNTAIN","PG","Documentary",2011,"1h35m",81,83
"15329",15329,"THE LAST MOVIE STAR","R","Drama",2018,"1h36m",59,72
"15330",15330,"THE LAST OF ROBIN HOOD","R","Drama",2014,"1h32m",27,23
"15331",15331,"THE LAST OF THE UNJUST","PG-13","Documentary, Special Interest",2014,"3h38m",96,78
"15332",15332,"THE LAST PHOTOGRAPH","NR","Art House & International, Drama",NA,"1h25m",71,57
"15333",15333,"THE LAST RACE","NR","Documentary, Sports & Fitness",2018,"1h14m",93,61
"15334",15334,"THE LAST RIDE","PG-13","Drama",2012,"1h42m",47,52
"15335",15335,"THE LAST RITES OF JOE MAY","NR","Drama",2011,"1h42m",74,65
"15336",15336,"THE LAST SEDUCTION","R","Drama, Mystery & Suspense",1994,"1h50m",94,76
"15337",15337,"THE LAST SENTENCE","NR","Drama",2014,"2h6m",74,41
"15338",15338,"THE LAST SEPTEMBER","R","Drama, Romance",2000,"1h43m",42,33
"15339",15339,"THE LAST SHARKNADO: IT'S ABOUT TIME","NR","Action & Adventure, Comedy, Horror, Television",NA,"1h30m",27,38
"15340",15340,"THE LAST SHOT","R","Comedy",2004,"1h33m",62,32
"15341",15341,"THE LAST STARFIGHTER","PG","Action & Adventure, Science Fiction & Fantasy",1984,"1h40m",74,69
"15342",15342,"THE LAST SUIT (EL ÚLTIMO TRAJE)","NR","Art House & International, Drama",2018,"1h32m",78,90
"15343",15343,"THE LAST SUMMER","NR","Comedy, Drama",NA,"1h49m",17,24
"15344",15344,"THE LAST SURVIVORS (THE WELL)","NR","Action & Adventure, Horror, Mystery & Suspense",2014,"1h35m",75,NA
"15345",15345,"THE LAST THING HE WANTED","R","Drama, Mystery & Suspense",2020,"1h55m",5,13
"15346",15346,"THE LAST WALTZ","PG","Documentary, Musical & Performing Arts",1978,"1h57m",98,94
"15347",15347,"THE LAST WITCH HUNTER","PG-13","Action & Adventure, Science Fiction & Fantasy",2015,"1h46m",18,43
"15348",15348,"THE LAST WITNESS","NR","Mystery & Suspense",2018,"1h33m",33,64
"15349",15349,"THE LAST WORD","R","Comedy",2017,"1h48m",40,64
"15350",15350,"THE LATE BLOOMER","R","Comedy",2016,"1h30m",20,22
"15351",15351,"THE LAUNDROMAT","R","Comedy, Drama",2019,"1h36m",41,40
"15352",15352,"THE LAW IN THESE PARTS","NR","Documentary, Special Interest",2012,"1h41m",88,79
"15353",15353,"THE LAWS OF THERMODYNAMICS (LAS LEYES DE LA TERMODINÁMICA)","NR","Comedy",NA,"1h40m",46,40
"15354",15354,"THE LAYOVER","R","Comedy",2017,"1h35m",0,22
"15355",15355,"THE LAZARUS EFFECT","PG-13","Horror",2015,"1h23m",16,23
"15356",15356,"THE LEAGUE OF GENTLEMEN","NR","Action & Adventure, Classics, Comedy, Drama",1959,"1h55m",86,84
"15357",15357,"THE LEDGE","R","Drama, Mystery & Suspense",2011,"1h41m",14,48
"15358",15358,"THE LEGACY OF A WHITETAIL DEER HUNTER","NR","Comedy",NA,"1h23m",30,42
"15359",15359,"THE LEGEND OF 420","NR","Documentary",2017,"1h27m",83,94
"15360",15360,"THE LEGEND OF BEN HALL","NR","Action & Adventure, Drama, Western",2016,"2h19m",50,76
"15361",15361,"THE LEGEND OF COCAINE ISLAND","NR","Documentary",NA,"",78,65
"15362",15362,"THE LEGEND OF HERCULES","PG-13","Action & Adventure, Science Fiction & Fantasy",2014,"1h38m",4,33
"15363",15363,"THE LEGEND OF TARZAN","PG-13","Action & Adventure",2016,"1h50m",36,58
"15364",15364,"THE LEGION","R","Action & Adventure, Drama",2020,"",NA,NA
"15365",15365,"THE LEGO BATMAN MOVIE","PG","Action & Adventure, Animation, Comedy, Kids & Family",2017,"1h46m",90,80
"15366",15366,"THE LEGO MOVIE","PG","Action & Adventure, Animation, Comedy, Kids & Family",2014,"1h35m",96,87
"15367",15367,"THE LEGO MOVIE 2: THE SECOND PART","PG","Animation, Comedy",2019,"1h47m",85,68
"15368",15368,"THE LEGO NINJAGO MOVIE","PG","Action & Adventure, Animation, Comedy, Kids & Family",2017,"1h41m",56,46
"15369",15369,"THE LEISURE SEEKER","R","Action & Adventure, Drama, Romance",2018,"1h52m",38,56
"15370",15370,"THE LEOPARD","PG","Art House & International, Classics, Drama",1963,"2h45m",98,89
"15371",15371,"THE LESSER BLESSED","R","Drama",NA,"1h26m",50,58
"15372",15372,"THE LETTERS","PG","Drama",2015,"1h59m",29,66
"15373",15373,"THE LEVELLING","R","Drama",2017,"1h23m",94,57
"15374",15374,"THE LIABILITY","R","Art House & International, Mystery & Suspense",NA,"1h22m",61,35
"15375",15375,"THE LIBERATOR","R","Drama",2014,"1h59m",38,65
"15376",15376,"THE LIE","R","Comedy, Drama",2011,"1h22m",74,48
"15377",15377,"THE LIFE AND TIMES OF HANK GREENBERG","PG","Documentary, Special Interest, Sports & Fitness",2000,"1h29m",97,80
"15378",15378,"THE LIFEGUARD","R","Comedy, Drama",2013,"1h38m",16,26
"15379",15379,"THE LIGHT BETWEEN OCEANS","PG-13","Drama, Romance",2016,"2h13m",61,61
"15380",15380,"THE LIGHTHOUSE","R","Drama, Horror, Science Fiction & Fantasy",2019,"1h50m",90,72
"15381",15381,"THE LIMEHOUSE GOLEM","NR","Art House & International, Horror, Mystery & Suspense",2017,"1h49m",74,55
"15382",15382,"THE LION KING","G","Action & Adventure, Animation, Drama, Kids & Family, Musical & Performing Arts",1994,"1h27m",93,93
"15383",15383,"THE LION KING","PG","Action & Adventure, Animation, Drama",2019,"1h58m",52,88
"15384",15384,"THE LION KING II: SIMBA'S PRIDE","G","Action & Adventure, Animation, Comedy, Drama, Kids & Family, Musical & Performing Arts",1998,"1h15m",62,60
"15385",15385,"THE LION OF JUDAH","PG","Animation, Kids & Family",2011,"1h27m",0,62
"15386",15386,"THE LITTLE DEATH","PG-13","Comedy",2015,"1h36m",61,64
"15387",15387,"THE LITTLE HOURS","R","Comedy",2017,"1h30m",78,49
"15388",15388,"THE LITTLE MERMAID","G","Animation, Kids & Family, Musical & Performing Arts, Science Fiction & Fantasy, Romance",1989,"1h22m",93,88
"15389",15389,"THE LITTLE MERMAID 2: RETURN TO THE SEA","G","Animation, Kids & Family",2000,"1h15m",17,45
"15390",15390,"THE LITTLE RASCALS","PG","Comedy, Kids & Family",1994,"1h22m",23,70
"15391",15391,"THE LITTLE STRANGER","R","Drama, Horror, Mystery & Suspense",2018,"1h51m",65,36
"15392",15392,"THE LITTLE VAMPIRE 3D","NR","Action & Adventure, Animation, Art House & International, Comedy",NA,"1h23m",14,53
"15393",15393,"THE LIVES OF OTHERS","R","Art House & International, Drama",2006,"2h17m",93,96
"15394",15394,"THE LIVING","R","Drama, Mystery & Suspense",2015,"1h30m",50,35
"15395",15395,"THE LIVING END","R","Action & Adventure, Art House & International, Comedy, Drama, Gay & Lesbian",1992,"1h32m",57,61
"15396",15396,"THE LOBSTER","R","Comedy, Cult Movies, Drama, Science Fiction & Fantasy",2016,"1h58m",87,65
"15397",15397,"THE LODGERS","R","Horror",2018,"1h33m",56,39
"15398",15398,"THE LOFT","R","Drama, Mystery & Suspense",2015,"1h43m",14,37
"15399",15399,"THE LONE RANGER","PG-13","Action & Adventure, Kids & Family, Western",2013,"2h29m",30,51
"15400",15400,"THE LONELIEST PLANET","NR","Drama",2012,"1h53m",74,31
"15401",15401,"THE LONELY ISLAND PRESENTS: THE UNAUTHORIZED BASH BROTHERS EXPERIENCE","NR","Comedy, Musical & Performing Arts, Sports & Fitness",NA,"",100,NA
"15402",15402,"THE LONG DUMB ROAD","R","Comedy",2018,"1h30m",75,51
"15403",15403,"THE LONG GOOD FRIDAY","R","Drama, Mystery & Suspense",1982,"1h54m",96,89
"15404",15404,"THE LONGEST RIDE","PG-13","Drama",2015,"2h8m",31,71
"15405",15405,"THE LONGEST WEEK","PG-13","Comedy",2014,"1h26m",10,21
"15406",15406,"THE LOOK OF LOVE","NR","Comedy, Drama, Romance",2013,"1h41m",54,34
"15407",15407,"THE LOOK OF SILENCE","PG-13","Art House & International, Documentary",2015,"1h39m",96,89
"15408",15408,"THE LOOKALIKE","NR","Drama, Mystery & Suspense",2014,"1h40m",20,48
"15409",15409,"DR SEUSS' THE LORAX","PG","Animation, Kids & Family",2012,"1h26m",54,63
"15410",15410,"THE LORD OF THE RINGS: THE FELLOWSHIP OF THE RING","PG-13","Action & Adventure, Classics, Drama, Science Fiction & Fantasy",2001,"2h58m",91,95
"15411",15411,"THE LORD OF THE RINGS: THE RETURN OF THE KING","PG-13","Action & Adventure, Classics, Science Fiction & Fantasy",2003,"3h20m",93,86
"15412",15412,"THE LORD OF THE RINGS: THE TWO TOWERS","PG-13","Action & Adventure, Classics, Drama, Science Fiction & Fantasy",2002,"2h59m",95,95
"15413",15413,"THE LORDS OF SALEM","R","Horror, Mystery & Suspense",2013,"1h40m",46,30
"15414",15414,"THE LOST BLADESMAN (GUAN YUN CHANG)","NR","Action & Adventure, Art House & International",NA,"1h47m",57,36
"15415",15415,"THE LOST CITY OF Z","PG-13","Action & Adventure, Drama",2017,"2h21m",87,57
"15416",15416,"THE LOST HUSBAND","PG-13","Drama",NA,"1h49m",55,65
"15417",15417,"THE LOVE LETTER","PG-13","Comedy, Romance",1999,"1h28m",33,38
"15418",15418,"THE LOVE PUNCH","PG-13","Art House & International, Comedy",2014,"1h34m",29,31
"15419",15419,"THE LOVE WE MAKE","NR","Documentary, Musical & Performing Arts, Television",NA,"1h34m",82,58
"15420",15420,"THE LOVE WITCH","NR","Drama, Horror, Mystery & Suspense",2016,"2h0m",95,61
"15421",15421,"THE LOVED ONES","R","Art House & International, Horror",2012,"1h24m",98,73
"15422",15422,"THE LOVERS","R","Action & Adventure, Romance",2015,"1h45m",8,20
"15423",15423,"THE LOVERS AND THE DESPOT","NR","Documentary, Mystery & Suspense",2016,"1h35m",79,53
"15424",15424,"THE LOVING STORY","NR","Documentary",2012,"1h17m",100,84
"15425",15425,"THE LOW LIFE","R","Art House & International, Comedy, Drama",1996,"1h36m",56,36
"15426",15426,"THE LUCKY ONE","PG-13","Drama",2012,"1h41m",20,67
"15427",15427,"THE LULLABY","NR","Horror",2018,"2h5m",67,74
"15428",15428,"THE LUNCHBOX","PG","Drama, Romance",2014,"1h45m",97,87
